AVG Vine Star_Rating,AVG Non-Vine Star Rating: ,Pearson Corr,Kendall Corr,Spearmen Corr,Biserial Corr,P-value
4.207918499652697,4.246488888888889,-0.008643142259139305,-0.04800537982534236,-0.051109751570837025,-0.008643142259138143,0.03340847837211446
Product ID,Avg Vine SR,Avg NonVine SR
0804197954,3.736842105263158,3.3870967741935485
0805092994,4.583333333333333,4.497942386831276
0805095152,4.92,4.814144736842105
0805095535,4.148148148148148,3.6153846153846154
0812992792,4.666666666666667,4.088235294117647
0812993012,4.566666666666666,4.657754010695188
0812993292,4.3,4.360515021459228
0812993357,3.8666666666666667,4.171428571428572
0812993845,3.6,3.2890625
1250008409,4.0,4.62962962962963
1250030951,4.413793103448276,4.564102564102564
1250041120,4.571428571428571,4.568965517241379
1400052173,4.466666666666667,4.584269662921348
1400063736,3.7,4.089743589743589
1400067820,4.241379310344827,3.9644128113879002
1400069181,4.166666666666667,4.640625
1400069289,4.5,4.37218045112782
1400069742,4.655172413793103,4.423529411764706
1400069807,4.551724137931035,4.5371024734982335
1401235417,4.409090909090909,4.8
1401941893,3.625,4.285714285714286
1416550518,4.071428571428571,4.28421052631579
1416550542,4.321428571428571,4.531578947368421
1416562591,2.0,4.166666666666667
1416562605,4.310344827586207,3.955056179775281
1416572287,4.214285714285714,4.571428571428571
1416575464,4.157894736842105,4.502463054187192
1416594884,3.6333333333333333,3.475609756097561
1416595546,4.357142857142857,4.476190476190476
1423389387,4.233333333333333,
1427206031,4.111111111111111,5.0
1427210497,3.272727272727273,3.75
1439102813,4.666666666666667,4.693144722524483
1439138311,3.9,3.6354166666666665
1439153663,4.433333333333334,4.283716283716283
1440503257,3.9047619047619047,4.564102564102564
1441866868,3.586206896551724,3.5
1442426705,4.296296296296297,4.530769230769231
1449325947,4.75,4.544117647058823
1465414444,4.733333333333333,4.72972972972973
1476729085,4.333333333333333,4.451219512195122
1491949511,4.666666666666667,3.9
1591391105,3.586206896551724,4.224489795918367
1593272774,4.0,4.298507462686567
1594488843,3.8125,4.467592592592593
1594488916,4.291666666666667,3.6219512195121952
1594633665,3.909090909090909,3.7882059800664454
1594744769,3.75,4.1549851924975325
1594746168,4.130434782608695,4.238636363636363
1596434252,4.55,4.5966386554621845
1603580557,4.318181818181818,4.647058823529412
1609611543,4.391304347826087,4.3860325621251075
1612183956,4.045454545454546,4.185897435897436
1623650003,4.214285714285714,4.468085106382978
1741798981,4.2592592592592595,4.470588235294118
1742200206,4.136363636363637,4.235294117647059
1742200508,4.466666666666667,4.25
1742204120,4.285714285714286,4.290322580645161
1742204147,4.4,4.137931034482759
1742207340,4.423076923076923,4.0
8862933177,4.666666666666667,4.2105263157894735
